location,property_type,area,bedrooms,bathrooms,age,parking,furnishing,pool,gym,lift,security,garden,clubhouse,price
Pune,Apartment,1482,3,4,20,0,Unfurnished,1,1,1,1,1,1,8544095
Mumbai,Apartment,3383,5,2,18,1,Fully Furnished,1,1,1,1,1,0,39282469
Chennai,Independent House,1286,3,4,20,3,Semi Furnished,0,0,0,1,0,1,7144008
Chennai,Villa,3079,4,3,14,2,Fully Furnished,1,1,0,0,0,0,21718040
Pune,Independent House,1462,2,4,3,0,Unfurnished,0,1,0,0,1,0,8531862
Delhi,Apartment,3282,4,3,7,1,Unfurnished,1,1,0,0,0,0,22225434
Chennai,Independent House,2513,5,3,17,3,Luxury,0,0,1,1,1,1,16787917
Bangalore,Apartment,1861,3,4,8,1,Luxury,1,0,0,0,1,1,16256731
Hyderabad,Villa,3694,4,3,0,3,Luxury,1,0,0,1,0,1,33532283
Mumbai,Independent House,1268,4,4,7,2,Semi Furnished,0,1,0,1,1,1,17030090
Hyderabad,Apartment,1786,1,4,19,3,Semi Furnished,1,1,0,1,0,0,8632472
Delhi,Apartment,1018,3,3,4,3,Semi Furnished,0,0,0,0,0,1,9090021
Mumbai,Independent House,2121,4,1,10,0,Luxury,0,0,1,1,0,1,29858683
Chennai,Independent House,1099,2,4,24,3,Unfurnished,0,0,0,1,0,0,5271056
Pune,Independent House,1249,1,1,8,3,Fully Furnished,1,0,1,0,0,0,8755437
Mumbai,Independent House,1285,3,1,12,1,Unfurnished,0,0,1,0,1,0,13581108
Mumbai,Apartment,3711,1,1,11,1,Fully Furnished,0,0,1,0,1,1,44845696
Mumbai,Villa,687,4,3,23,1,Semi Furnished,1,0,1,1,1,1,10574976
Bangalore,Villa,1925,4,3,19,1,Fully Furnished,0,0,1,1,1,1,18987598
Pune,Villa,3605,2,1,19,2,Luxury,0,1,0,1,0,1,32823624
Bangalore,Villa,1921,4,3,3,0,Fully Furnished,0,0,0,0,0,0,17578046
Bangalore,Apartment,2938,4,4,16,2,Unfurnished,0,1,0,0,0,0,18163911
Hyderabad,Independent House,2078,5,4,11,0,Unfurnished,1,0,0,1,0,0,13136299
Hyderabad,Apartment,2777,4,2,6,1,Semi Furnished,0,1,0,1,1,1,15875563
Bangalore,Apartment,2667,3,2,17,3,Luxury,1,1,1,1,1,1,23810576
Chennai,Villa,2906,5,2,12,2,Semi Furnished,1,1,1,1,0,0,20059287
Delhi,Apartment,1836,1,3,7,1,Semi Furnished,1,0,1,0,0,0,15000158
Bangalore,Apartment,2103,5,2,7,2,Fully Furnished,1,0,1,0,0,1,17871131
Bangalore,Independent House,3038,3,1,23,3,Unfurnished,0,0,1,1,1,1,21684037
Hyderabad,Apartment,3196,4,1,9,0,Unfurnished,1,0,1,0,0,0,15048863
Mumbai,Independent House,1509,4,3,25,3,Unfurnished,0,0,1,0,1,0,17131561
Chennai,Apartment,2655,4,2,24,1,Luxury,1,0,1,1,0,0,13823848
Chennai,Independent House,3404,5,1,3,3,Fully Furnished,1,1,1,0,1,1,21279578
Hyderabad,Independent House,2032,5,4,19,1,Semi Furnished,1,0,0,0,1,0,13371048
Hyderabad,Apartment,1595,5,2,9,0,Unfurnished,1,0,1,1,1,0,8561844
Pune,Villa,1434,5,3,17,3,Semi Furnished,0,0,1,0,1,0,10697562
Bangalore,Villa,817,4,1,2,3,Fully Furnished,1,1,0,0,1,1,9804707
Mumbai,Villa,1892,4,1,5,1,Unfurnished,1,0,0,0,1,1,25186985
Pune,Apartment,2020,3,3,20,2,Unfurnished,0,1,0,1,1,0,11367357
Chennai,Apartment,1999,4,2,2,3,Semi Furnished,0,1,0,0,1,1,11518409
Chennai,Independent House,1446,2,2,4,2,Semi Furnished,0,1,0,0,1,0,8295656
Pune,Apartment,1900,2,1,24,2,Semi Furnished,1,1,1,1,1,0,11191709
Hyderabad,Apartment,707,5,3,19,1,Semi Furnished,0,0,0,1,0,1,4477918
Delhi,Independent House,1353,4,4,15,1,Fully Furnished,0,0,0,0,1,0,15918205
Mumbai,Apartment,3703,2,1,5,3,Semi Furnished,1,1,1,0,1,1,41555467
Delhi,Villa,3549,3,4,19,0,Luxury,0,1,1,0,0,1,50798951
Hyderabad,Villa,2714,1,2,9,3,Luxury,1,1,1,1,0,1,21631882
Hyderabad,Villa,2498,4,1,23,0,Semi Furnished,0,0,1,1,1,1,14593158
Mumbai,Villa,2462,1,3,10,1,Semi Furnished,0,0,0,1,1,0,34249372
Mumbai,Villa,2151,5,4,1,1,Semi Furnished,1,0,0,0,0,0,31424812
Chennai,Villa,1782,2,1,4,1,Luxury,0,1,0,1,1,1,13696636
Hyderabad,Villa,1574,2,4,14,3,Luxury,1,0,0,0,1,0,12557347
Bangalore,Apartment,750,2,1,21,2,Fully Furnished,1,0,0,0,1,0,5397826
Chennai,Villa,2465,5,3,1,0,Semi Furnished,1,1,1,1,0,1,17751543
Hyderabad,Independent House,1151,1,3,10,3,Luxury,0,0,0,0,0,1,8928498
Delhi,Villa,2349,5,3,8,2,Fully Furnished,0,1,1,1,0,0,30353208
Bangalore,Apartment,698,4,1,23,1,Unfurnished,1,1,0,1,1,0,4709073
Bangalore,Villa,1642,1,3,9,2,Fully Furnished,0,0,1,1,1,0,17165151
Bangalore,Independent House,3354,4,4,25,0,Fully Furnished,0,1,0,1,1,1,29029931
Mumbai,Villa,2734,3,3,17,0,Unfurnished,0,1,1,0,0,1,36870434
Chennai,Independent House,2938,5,4,5,0,Semi Furnished,1,1,0,1,1,0,16605012
Bangalore,Independent House,3997,3,2,16,2,Luxury,0,0,1,0,0,0,35025774
Hyderabad,Independent House,1379,3,4,23,2,Semi Furnished,1,0,0,0,0,0,8417362
Pune,Villa,616,3,1,21,0,Unfurnished,1,1,0,0,1,0,4815761
Chennai,Villa,1914,2,2,9,2,Semi Furnished,1,1,0,1,0,0,11490717
Hyderabad,Villa,1446,5,3,17,2,Unfurnished,1,0,1,0,0,0,9724761
Chennai,Villa,807,2,1,15,0,Luxury,0,1,0,0,1,1,5799365
Delhi,Villa,3124,3,3,10,1,Luxury,0,1,0,0,1,0,40772688
Pune,Villa,2527,2,2,4,2,Luxury,1,1,0,1,1,1,23662291
Hyderabad,Independent House,2039,4,4,5,2,Unfurnished,1,0,0,1,0,1,12535856
Hyderabad,Independent House,2241,5,4,7,1,Luxury,0,1,1,0,1,0,18276117
Delhi,Independent House,2923,3,2,5,0,Luxury,1,0,1,1,0,1,31389841
Mumbai,Apartment,3407,5,4,10,3,Unfurnished,0,0,0,0,0,0,33972018
Mumbai,Villa,2197,5,4,6,1,Fully Furnished,1,1,1,1,1,0,37173683
Delhi,Villa,1122,3,1,11,0,Luxury,0,1,0,1,0,0,14894089
Delhi,Independent House,3515,4,4,12,3,Fully Furnished,0,0,1,0,0,1,38690929
Chennai,Independent House,1781,2,2,0,0,Semi Furnished,0,0,1,1,0,0,8757483
Mumbai,Independent House,3152,2,4,16,3,Luxury,1,1,1,0,0,1,48503655
Delhi,Independent House,3516,5,3,13,2,Semi Furnished,0,0,1,1,0,1,35583768
Hyderabad,Apartment,2504,5,1,16,0,Fully Furnished,0,1,0,1,0,1,14219095
Hyderabad,Independent House,2699,4,3,13,2,Luxury,1,1,0,0,1,1,18345253
Mumbai,Villa,2946,1,3,25,0,Semi Furnished,1,1,0,0,0,1,38416530
Delhi,Independent House,1652,1,1,19,1,Fully Furnished,0,1,1,0,1,0,16209280
Delhi,Apartment,945,2,2,15,3,Fully Furnished,1,0,1,0,0,1,8687832
Chennai,Apartment,1286,4,4,15,2,Unfurnished,1,0,1,1,1,1,6855870
Mumbai,Apartment,3865,4,4,21,2,Fully Furnished,0,0,1,1,1,1,43160003
Hyderabad,Independent House,2488,2,2,16,2,Luxury,0,1,0,0,0,0,16545260
Delhi,Apartment,2039,2,3,8,1,Luxury,0,0,0,0,0,0,20900656
Hyderabad,Apartment,2139,5,2,3,1,Semi Furnished,1,1,1,0,1,1,13569127
Pune,Villa,1654,2,1,8,0,Fully Furnished,1,1,1,0,1,1,13336066
Hyderabad,Independent House,3099,4,2,20,3,Semi Furnished,0,0,1,0,0,1,18240680
Hyderabad,Apartment,888,5,3,24,3,Unfurnished,0,1,0,0,0,1,5191984
Pune,Independent House,2953,1,4,15,3,Luxury,1,0,0,0,1,1,21234142
Delhi,Independent House,3392,3,4,1,0,Fully Furnished,1,1,0,1,1,0,33172862
Hyderabad,Independent House,1824,4,1,20,2,Semi Furnished,1,0,1,0,0,0,10126943
Pune,Villa,2603,4,1,25,2,Semi Furnished,1,1,0,0,1,0,18354546
Pune,Apartment,1084,2,4,21,1,Luxury,0,0,0,0,1,0,7431973
Delhi,Apartment,3472,2,1,5,0,Semi Furnished,1,0,1,0,0,0,25138051
Delhi,Villa,858,2,4,10,3,Semi Furnished,1,0,0,1,0,0,10835284
Chennai,Apartment,1721,2,4,5,2,Unfurnished,0,1,0,0,0,0,8355207
Pune,Villa,3785,2,1,15,0,Luxury,0,0,0,0,1,1,33691231
Mumbai,Villa,1444,2,3,16,3,Semi Furnished,1,0,0,0,0,1,21566716
Hyderabad,Villa,2024,4,1,17,1,Fully Furnished,0,0,0,1,0,1,15622628
Pune,Apartment,817,2,1,25,1,Fully Furnished,1,1,0,0,0,0,5170791
Chennai,Apartment,1629,3,4,1,0,Luxury,0,0,0,0,1,0,9137148
Bangalore,Villa,3027,5,3,13,1,Luxury,1,0,0,1,0,0,31121328
Mumbai,Apartment,1503,1,4,18,3,Luxury,0,1,0,0,1,0,19439356
Bangalore,Independent House,3188,3,3,6,2,Semi Furnished,0,0,0,1,0,0,25256798
Mumbai,Independent House,3714,3,2,9,1,Semi Furnished,0,0,0,1,1,0,44817113
Mumbai,Independent House,3590,4,2,7,2,Unfurnished,1,0,0,0,1,0,35781564
Mumbai,Villa,2343,5,4,15,0,Unfurnished,1,1,0,0,0,1,33808610
Bangalore,Independent House,1579,1,1,15,2,Fully Furnished,0,1,0,1,1,0,13760650
Mumbai,Apartment,3167,4,1,20,0,Fully Furnished,1,1,0,1,1,1,38642757
Delhi,Villa,3826,1,3,23,0,Semi Furnished,1,0,0,1,1,1,40480316
Chennai,Independent House,3254,5,1,17,1,Semi Furnished,0,1,0,0,1,0,17249741
Bangalore,Independent House,1695,5,4,8,0,Fully Furnished,0,1,1,1,1,0,15605281
Delhi,Villa,2451,5,3,25,0,Fully Furnished,0,1,0,0,1,0,27862909
Hyderabad,Apartment,1730,1,2,15,1,Semi Furnished,0,0,1,1,0,1,8127916
Mumbai,Villa,1794,2,1,0,1,Unfurnished,1,1,1,1,1,1,23993879
Delhi,Apartment,1303,3,2,15,2,Fully Furnished,1,0,0,1,1,1,14017232
Delhi,Apartment,1346,2,2,5,1,Fully Furnished,0,0,1,0,1,1,12472594
Bangalore,Villa,3326,3,3,4,2,Unfurnished,1,0,1,0,0,1,29052460
Bangalore,Independent House,1239,1,3,20,2,Fully Furnished,1,1,0,1,1,0,11326493
Hyderabad,Apartment,1861,1,4,19,1,Unfurnished,1,1,0,1,0,0,8832005
Bangalore,Independent House,692,1,4,21,0,Semi Furnished,1,0,1,1,0,1,5705459
Pune,Independent House,2181,3,1,9,2,Fully Furnished,1,1,1,0,0,1,16925564
Mumbai,Independent House,1270,4,4,4,0,Fully Furnished,0,0,1,1,1,0,20219588
Delhi,Independent House,627,4,3,13,1,Unfurnished,1,0,0,0,1,1,7193763
Hyderabad,Independent House,2623,5,4,7,0,Fully Furnished,0,0,1,1,1,0,18144419
Chennai,Independent House,2614,2,1,3,2,Semi Furnished,1,0,1,1,1,1,14537253
Mumbai,Villa,2128,5,1,8,1,Unfurnished,0,0,1,1,0,1,25932847
Chennai,Independent House,3206,3,1,9,2,Luxury,0,0,0,0,0,1,21097047
Pune,Independent House,3407,3,1,17,2,Fully Furnished,0,0,0,1,1,1,22635532
Bangalore,Apartment,1233,5,2,6,0,Semi Furnished,1,1,0,0,0,0,9708069
Chennai,Villa,1169,4,3,5,2,Fully Furnished,0,0,0,0,0,0,8576560
Bangalore,Apartment,2340,1,1,0,3,Unfurnished,1,0,0,0,0,0,13998899
Chennai,Apartment,1835,1,1,25,0,Unfurnished,0,0,0,1,0,0,5533787
Pune,Independent House,2042,2,2,16,0,Fully Furnished,0,0,0,0,1,0,14639018
Delhi,Apartment,1476,5,4,11,1,Unfurnished,1,0,0,1,1,1,12175084
Bangalore,Independent House,3718,3,1,14,0,Unfurnished,0,1,1,1,0,0,23164120
Hyderabad,Independent House,2471,5,3,21,3,Fully Furnished,0,1,1,1,0,0,17610546
Mumbai,Villa,1334,1,4,21,0,Fully Furnished,1,1,0,0,0,1,20798328
Delhi,Apartment,865,3,2,10,1,Semi Furnished,1,0,0,1,1,1,8937027
Delhi,Villa,3697,4,3,15,3,Fully Furnished,1,1,0,1,0,0,42066390
Mumbai,Apartment,721,1,1,2,3,Semi Furnished,0,0,1,1,0,1,8768807
Hyderabad,Apartment,3847,4,2,9,3,Luxury,1,1,1,0,0,1,26243581
Hyderabad,Independent House,1888,4,4,14,0,Luxury,0,0,1,0,1,1,13081307
Pune,Independent House,3729,1,4,21,3,Luxury,1,0,0,1,1,1,28868453
Mumbai,Villa,3739,3,3,1,0,Fully Furnished,0,0,1,1,0,1,57086778
Mumbai,Independent House,2287,3,1,21,1,Fully Furnished,0,0,1,0,0,1,27739027
Bangalore,Apartment,753,4,4,18,3,Fully Furnished,1,0,1,0,1,1,7818647
Chennai,Villa,3910,4,1,22,1,Unfurnished,1,1,1,0,1,1,22755664
Bangalore,Independent House,2794,2,3,8,0,Unfurnished,1,1,0,0,0,1,18282694
Delhi,Villa,2349,2,3,25,0,Luxury,1,1,1,1,0,1,30325174
Delhi,Villa,3350,5,2,0,1,Luxury,1,0,1,1,1,0,45600638
Chennai,Independent House,1584,2,3,13,3,Semi Furnished,1,0,0,1,1,1,9609103
Chennai,Villa,2262,2,1,4,1,Semi Furnished,0,0,1,1,1,1,13451681
Hyderabad,Apartment,1717,2,1,8,2,Semi Furnished,0,0,1,0,0,0,8257291
Chennai,Apartment,2088,1,4,23,1,Luxury,0,0,0,1,1,0,10272151
Hyderabad,Independent House,2993,4,2,13,1,Fully Furnished,0,0,0,0,1,1,18551135
Delhi,Apartment,2785,3,1,10,3,Luxury,1,0,1,0,1,1,29478322
Chennai,Apartment,3628,1,2,8,3,Unfurnished,1,1,0,0,1,1,13533335
Mumbai,Independent House,969,2,3,6,1,Fully Furnished,1,1,1,0,1,0,15576443
Mumbai,Independent House,1962,4,1,5,2,Luxury,0,1,1,1,1,0,31944137
Pune,Villa,3181,4,2,0,3,Semi Furnished,0,1,1,0,0,0,22723766
Pune,Villa,3033,4,3,14,3,Semi Furnished,0,1,0,1,1,0,20696498
Chennai,Apartment,2145,5,2,0,0,Luxury,0,0,1,0,1,0,11806687
Delhi,Independent House,1211,1,3,5,0,Fully Furnished,0,1,1,1,0,0,13397044
Bangalore,Independent House,3657,4,4,4,3,Fully Furnished,0,0,1,0,1,0,30296683
Bangalore,Apartment,1672,2,4,7,2,Fully Furnished,1,0,0,1,0,1,14710630
Mumbai,Villa,3521,4,4,23,2,Semi Furnished,0,0,0,0,1,0,48599315
Chennai,Villa,621,3,4,9,3,Unfurnished,1,0,0,0,1,0,5422120
Chennai,Independent House,967,3,4,4,2,Semi Furnished,0,1,0,0,1,1,7292585
Mumbai,Independent House,3110,3,3,13,1,Fully Furnished,1,1,0,1,0,0,38961764
Bangalore,Apartment,2526,3,2,22,3,Unfurnished,1,0,1,0,1,1,16895023
Delhi,Independent House,2619,1,2,3,2,Luxury,0,0,1,0,0,1,29859077
Pune,Villa,2990,1,2,13,0,Semi Furnished,0,1,0,1,0,1,21587938
Pune,Apartment,2130,5,1,10,1,Luxury,0,0,1,1,1,1,15651943
Hyderabad,Independent House,3287,5,4,10,1,Unfurnished,0,0,1,1,0,0,17674336
Delhi,Independent House,2233,3,2,7,3,Unfurnished,0,0,0,0,1,1,18358519
Pune,Apartment,1822,4,4,23,2,Unfurnished,0,1,0,1,0,1,9840441
Mumbai,Independent House,2906,5,4,2,3,Fully Furnished,1,0,1,1,0,0,40938224
Mumbai,Villa,3252,2,4,16,0,Semi Furnished,1,1,1,0,1,1,42629581
Bangalore,Villa,1618,5,4,9,0,Fully Furnished,0,0,0,1,1,0,16709540
Pune,Villa,2055,3,1,24,0,Fully Furnished,0,1,0,0,1,0,14561847
Pune,Independent House,3005,4,4,19,2,Fully Furnished,1,0,0,0,0,1,23046595
Hyderabad,Independent House,623,4,1,0,1,Unfurnished,1,1,1,1,1,1,6126666
Pune,Villa,3895,3,1,4,1,Luxury,0,0,0,0,0,0,31941821
Pune,Apartment,2384,5,2,2,2,Semi Furnished,1,0,1,1,0,0,13783676
Bangalore,Villa,2586,4,1,14,1,Luxury,0,1,1,0,1,0,25437310
Pune,Independent House,2630,5,3,1,3,Luxury,1,1,1,0,0,0,21955217
Chennai,Villa,1697,4,4,3,3,Unfurnished,1,1,1,0,0,1,12226633
Mumbai,Independent House,1550,5,2,18,2,Luxury,1,0,1,1,1,1,26248165
Bangalore,Villa,1756,1,4,4,1,Semi Furnished,0,0,1,0,1,1,15250250
Bangalore,Villa,674,3,3,11,1,Unfurnished,0,0,0,1,1,0,6461906
Hyderabad,Villa,2592,3,3,25,2,Semi Furnished,0,1,0,0,0,1,17800781
Hyderabad,Apartment,3973,5,1,16,0,Unfurnished,0,0,0,1,0,1,18062588
Delhi,Independent House,1231,3,3,4,0,Unfurnished,0,1,1,0,0,1,11140495
Delhi,Apartment,1689,3,4,11,1,Unfurnished,0,1,0,0,1,1,14521106
Mumbai,Villa,721,4,2,24,0,Fully Furnished,0,0,1,1,1,0,11596570
Mumbai,Apartment,2953,1,3,13,3,Semi Furnished,1,1,1,0,1,0,32585049
Mumbai,Villa,2829,5,4,22,2,Semi Furnished,1,0,1,0,0,1,39698435
Pune,Villa,2731,5,3,6,0,Semi Furnished,1,1,0,0,0,1,20135759
Chennai,Villa,2669,1,1,11,2,Luxury,1,0,0,0,1,1,19494130
Hyderabad,Independent House,1567,5,2,11,2,Fully Furnished,1,0,1,0,0,1,11670607
Bangalore,Independent House,1001,2,4,13,0,Luxury,0,0,1,0,1,0,9628821
Chennai,Villa,3009,5,4,8,3,Luxury,1,1,1,1,0,0,23688130
Mumbai,Villa,1129,5,1,22,1,Luxury,1,1,0,0,1,0,21173554
Mumbai,Apartment,2113,5,3,1,1,Unfurnished,0,1,1,1,1,1,22104602
Bangalore,Apartment,799,3,3,6,1,Luxury,1,0,0,1,0,0,7811568
Delhi,Independent House,1983,4,4,23,1,Luxury,0,1,1,1,0,1,21229454
Delhi,Villa,2186,2,4,10,0,Luxury,1,1,0,0,0,1,29927537
Hyderabad,Villa,1388,5,1,18,1,Unfurnished,1,0,0,0,0,1,9821621
Bangalore,Villa,946,5,3,12,0,Luxury,1,0,1,1,0,1,10928538
Delhi,Independent House,1653,1,1,3,1,Luxury,1,0,0,1,0,0,18190261
Mumbai,Villa,841,5,3,5,0,Semi Furnished,0,1,1,0,1,0,13562830
Chennai,Independent House,3990,1,1,6,1,Luxury,0,1,1,0,1,0,23024421
Delhi,Independent House,2583,1,4,20,1,Unfurnished,0,1,0,0,0,1,21084447
Mumbai,Apartment,3806,2,3,17,1,Semi Furnished,0,1,1,0,0,1,42826059
Delhi,Independent House,602,1,4,8,2,Semi Furnished,1,1,0,1,0,0,7379127
Delhi,Apartment,967,4,1,4,2,Fully Furnished,1,0,1,1,1,1,10331473
Pune,Independent House,1462,4,3,0,1,Fully Furnished,0,1,0,0,0,1,11997674
Pune,Villa,3723,4,1,25,0,Luxury,0,1,0,1,1,1,31629801
Pune,Apartment,2495,3,2,14,0,Unfurnished,0,0,1,1,0,0,12841476
Pune,Independent House,1559,4,3,1,2,Semi Furnished,1,0,0,0,1,0,12580908
Delhi,Villa,1298,5,2,21,1,Luxury,0,0,0,0,1,0,18971063
Pune,Independent House,3377,1,3,21,3,Semi Furnished,0,1,0,1,1,1,19590494
Pune,Villa,2629,3,1,23,1,Luxury,0,1,1,1,1,0,22485124
Chennai,Apartment,3620,2,4,2,1,Unfurnished,0,0,1,1,0,0,13340924
Mumbai,Apartment,1625,2,1,15,1,Fully Furnished,1,0,1,0,0,1,20319420
Pune,Independent House,950,1,1,12,2,Unfurnished,0,0,0,1,0,1,5587315
Mumbai,Apartment,3375,1,1,9,3,Unfurnished,1,0,1,0,0,1,31037312
Mumbai,Villa,1991,1,4,16,2,Unfurnished,0,0,0,0,0,0,26795569
Bangalore,Villa,2055,4,4,23,3,Fully Furnished,0,0,0,0,0,0,19191776
Mumbai,Villa,1874,5,2,4,3,Fully Furnished,1,1,1,1,0,0,28697320
Delhi,Villa,2328,3,2,6,1,Unfurnished,0,1,0,1,1,1,24794679
Delhi,Independent House,2314,3,2,3,3,Fully Furnished,0,1,0,0,0,0,24041256
Bangalore,Apartment,3608,3,4,6,3,Luxury,0,0,1,0,0,1,26554963
Hyderabad,Apartment,2403,2,3,1,0,Fully Furnished,0,0,1,0,0,1,14259031
Chennai,Villa,1331,2,1,5,2,Semi Furnished,0,0,0,1,0,1,9118973
Chennai,Independent House,2114,3,2,16,3,Semi Furnished,0,0,0,0,0,0,10743900
Pune,Independent House,3055,4,2,1,1,Fully Furnished,1,0,1,0,0,1,23935194
Delhi,Villa,1457,1,4,25,0,Luxury,0,1,1,1,1,0,18313435
Chennai,Villa,3531,4,4,8,3,Luxury,0,0,0,0,1,0,25541176
Chennai,Independent House,2940,2,3,8,0,Luxury,0,0,1,1,1,0,18459867
Mumbai,Villa,2345,4,4,13,3,Fully Furnished,1,1,1,1,1,0,35991850
Bangalore,Independent House,2070,1,3,16,0,Unfurnished,1,0,0,0,0,1,12439157
Bangalore,Independent House,3365,3,3,9,2,Semi Furnished,0,0,1,0,1,1,26790906
Mumbai,Independent House,2533,5,2,12,1,Unfurnished,0,0,1,0,1,1,27365749
Hyderabad,Independent House,2356,4,2,14,3,Semi Furnished,0,1,0,0,1,0,13991741
Pune,Independent House,1523,4,4,21,3,Fully Furnished,1,1,0,0,0,0,13099507
Chennai,Villa,2161,2,4,2,3,Luxury,0,1,0,1,1,1,15742646
Hyderabad,Villa,731,5,4,0,1,Semi Furnished,0,0,1,1,0,0,6842489
Delhi,Apartment,835,3,1,5,2,Luxury,1,1,0,0,0,1,9934722
Hyderabad,Independent House,1132,2,3,13,3,Semi Furnished,0,1,0,1,1,0,6678318
Bangalore,Independent House,3977,4,2,16,2,Unfurnished,1,1,1,0,0,1,27735640
Mumbai,Independent House,2201,5,2,13,1,Fully Furnished,0,1,1,1,0,0,29604889
Hyderabad,Apartment,1721,5,3,21,0,Semi Furnished,0,1,1,0,1,0,9874365
Delhi,Independent House,2447,2,3,6,0,Luxury,1,0,0,1,1,1,29725398
Bangalore,Independent House,643,3,1,22,1,Unfurnished,1,1,1,1,0,0,5192844
Bangalore,Villa,1174,4,3,5,1,Luxury,0,0,0,1,0,1,13012614
Pune,Apartment,1228,4,3,5,1,Fully Furnished,0,0,1,0,0,1,9318541
Mumbai,Apartment,799,4,2,7,2,Unfurnished,0,0,0,0,1,0,9815949
Chennai,Apartment,1503,1,2,23,1,Unfurnished,0,1,0,1,1,0,5801950
Delhi,Independent House,1094,2,2,3,2,Luxury,1,0,0,1,1,0,13440069
Mumbai,Apartment,3295,3,3,1,0,Unfurnished,0,1,1,1,0,0,30037014
Hyderabad,Villa,3184,4,2,10,1,Fully Furnished,1,1,0,1,0,1,23448991
Pune,Villa,2662,5,1,7,0,Semi Furnished,0,1,0,1,0,0,17937369
Chennai,Independent House,1427,2,4,6,0,Fully Furnished,0,1,1,0,1,1,9569059
Hyderabad,Villa,3254,3,1,7,2,Luxury,1,0,0,0,0,0,26827612
Mumbai,Villa,1351,4,1,2,3,Fully Furnished,0,0,0,0,0,0,20366400
Delhi,Villa,1567,5,1,13,3,Semi Furnished,1,0,0,0,1,0,18448334
Chennai,Independent House,3203,2,3,25,3,Luxury,0,1,1,1,0,1,19337828
Delhi,Villa,3714,2,4,0,3,Luxury,1,0,1,0,0,1,48565665
Chennai,Independent House,2136,5,4,2,2,Fully Furnished,0,1,0,0,0,0,12414511
Delhi,Villa,2612,4,4,12,2,Fully Furnished,1,1,1,0,1,0,35613279
Hyderabad,Independent House,1395,4,3,24,2,Semi Furnished,1,1,0,1,1,0,8696645
Hyderabad,Independent House,3456,2,3,19,3,Unfurnished,0,1,0,0,0,0,17970136
Pune,Villa,2228,5,1,16,1,Luxury,1,0,1,1,1,1,21411124
Pune,Independent House,1047,5,3,4,2,Unfurnished,0,1,1,0,0,1,7444013
Hyderabad,Villa,2750,4,3,23,3,Luxury,0,0,1,0,0,0,22072927
Delhi,Apartment,2922,2,2,6,0,Luxury,0,0,1,1,1,0,30646637
Bangalore,Apartment,951,4,1,8,0,Fully Furnished,1,0,0,1,1,0,7387221
Chennai,Apartment,996,2,1,12,2,Unfurnished,1,1,1,1,1,1,5736941
Chennai,Independent House,2079,4,4,19,0,Semi Furnished,1,1,0,0,1,1,12345523
Bangalore,Apartment,2773,3,2,11,3,Unfurnished,1,1,0,0,1,0,17582366
Hyderabad,Villa,3376,4,2,19,3,Fully Furnished,1,0,1,1,1,0,26192644
Chennai,Villa,3516,2,1,4,3,Semi Furnished,0,1,1,0,1,0,20562805
Delhi,Apartment,1466,2,1,3,3,Semi Furnished,0,0,1,1,1,0,13094910
Pune,Independent House,3325,2,4,2,2,Unfurnished,0,0,1,1,1,1,20710244
Bangalore,Independent House,1791,1,1,2,2,Unfurnished,0,0,1,0,1,1,12613204
Hyderabad,Independent House,3016,5,2,12,3,Unfurnished,1,1,0,0,0,1,15148186
Mumbai,Independent House,3942,3,2,15,3,Semi Furnished,0,1,0,0,1,1,47055369
Pune,Apartment,3493,5,4,20,1,Fully Furnished,1,1,1,0,1,0,23560759
Bangalore,Villa,3468,1,2,15,3,Semi Furnished,1,0,0,1,1,1,30591854
Chennai,Independent House,894,5,3,9,1,Luxury,1,0,0,1,0,1,7724331
Bangalore,Villa,2409,4,3,4,1,Semi Furnished,0,0,0,1,0,0,20835475
Mumbai,Villa,830,1,3,15,1,Semi Furnished,0,0,1,1,0,1,11392747
Hyderabad,Apartment,2601,3,2,20,3,Luxury,0,1,1,1,1,1,14735457
Hyderabad,Apartment,2603,5,2,0,3,Unfurnished,1,0,0,1,1,1,13379900
Bangalore,Apartment,860,5,2,12,0,Fully Furnished,1,1,0,0,0,0,7329171
Delhi,Villa,621,5,4,25,2,Semi Furnished,0,0,0,0,0,0,7733090
Hyderabad,Apartment,2673,3,3,17,1,Unfurnished,1,0,0,1,0,1,12872769
Mumbai,Apartment,3447,3,3,19,1,Luxury,0,0,0,0,0,0,42033454
Bangalore,Apartment,3023,3,3,4,3,Semi Furnished,0,1,1,1,0,1,20456665
Chennai,Villa,3444,2,2,2,2,Luxury,0,1,0,1,0,1,27513874
Mumbai,Independent House,3072,2,1,8,0,Unfurnished,0,1,0,1,0,1,35479457
Chennai,Apartment,1720,1,1,12,1,Semi Furnished,1,0,0,0,1,1,7242572
Chennai,Villa,2859,3,1,1,1,Fully Furnished,1,1,0,1,1,1,20156618
Chennai,Apartment,3293,2,2,12,2,Semi Furnished,0,1,0,1,1,0,14245936
Chennai,Independent House,1729,4,2,9,0,Fully Furnished,1,1,1,0,0,0,11461764
Hyderabad,Apartment,946,3,4,25,0,Unfurnished,1,0,1,1,0,1,4767852
Bangalore,Villa,3525,4,3,7,0,Unfurnished,1,0,0,0,0,1,29790965
Delhi,Independent House,2331,4,4,5,2,Unfurnished,0,1,0,0,1,1,20774036
Chennai,Apartment,3622,5,4,6,2,Unfurnished,0,1,1,0,1,0,16307492
Chennai,Independent House,1038,1,3,23,1,Fully Furnished,1,1,0,0,1,1,6057743
